,id,deviceName,eventName,startTime,endTime,duration,totalProduction,productionAtStart,productionAtEnd,Status,speed,orderId,stopId,timestamp
820,820,MiraFlex 1,Stop,2024-02-16 20:08:37,2024-02-16 20:11:33,0 days 00:02:56,39.0,31349.0,31388.0,0,,507,3982,02/16/2024 20:11:33
821,821,MiraFlex 1,Running,2024-02-16 20:11:33,2024-02-16 20:11:54,0 days 00:00:21,19.0,31388.0,31407.0,1,,507,0,02/16/2024 20:11:54
822,822,MiraFlex 1,Stop,2024-02-16 20:11:54,2024-02-16 20:13:43,0 days 00:01:49,2.0,31407.0,31409.0,0,,507,3983,02/16/2024 20:13:43
823,823,MiraFlex 1,Running,2024-02-16 20:13:43,2024-02-16 20:15:53,0 days 00:02:10,453.0,31409.0,31862.0,1,,507,0,02/16/2024 20:15:53
824,824,MiraFlex 1,Stop,2024-02-16 20:15:53,2024-02-16 20:50:16,0 days 00:34:23,27.0,31862.0,31889.0,0,,507,3984,02/16/2024 20:50:16
825,825,MiraFlex 1,Running,2024-02-16 20:50:16,2024-02-16 20:52:05,0 days 00:01:49,390.0,31889.0,32279.0,1,,507,0,02/16/2024 20:52:05
826,826,MiraFlex 1,Stop,2024-02-16 20:52:05,2024-02-16 21:18:27,0 days 00:26:22,7.0,32279.0,32286.0,0,,507,3985,02/16/2024 21:18:27
827,827,MiraFlex 1,Running,2024-02-16 21:18:27,2024-02-16 21:22:06,0 days 00:03:39,513.0,32286.0,32799.0,1,,507,0,02/16/2024 21:22:06
828,828,MiraFlex 1,Stop,2024-02-16 21:22:06,2024-02-16 21:37:18,0 days 00:15:12,29.0,32799.0,32828.0,0,,507,3986,02/16/2024 21:37:18
829,829,MiraFlex 1,Running,2024-02-16 21:37:18,2024-02-16 21:38:46,0 days 00:01:28,284.0,32828.0,33112.0,1,,507,0,02/16/2024 21:38:46
830,830,MiraFlex 1,Stop,2024-02-16 21:38:46,2024-02-16 22:08:34,0 days 00:29:48,15.0,33112.0,33127.0,0,,507,3987,02/16/2024 22:08:34
831,831,MiraFlex 1,Running,2024-02-16 22:08:34,2024-02-16 22:19:48,0 days 00:11:14,4302.0,33127.0,37429.0,1,,507,0,02/16/2024 22:19:48
832,832,MiraFlex 1,Stop,2024-02-16 22:19:48,2024-02-16 22:46:57,0 days 00:27:09,2.0,37429.0,37431.0,0,,507,3988,02/16/2024 22:46:57
833,833,MiraFlex 1,Running,2024-02-16 22:46:57,2024-02-16 22:47:43,0 days 00:00:46,200.0,37431.0,37631.0,1,,507,0,02/16/2024 22:47:43
834,834,MiraFlex 1,Stop,2024-02-16 22:47:43,2024-02-16 23:08:34,0 days 00:20:51,-1189.0,37631.0,36442.0,0,,507,0,02/16/2024 23:08:34
835,835,MiraFlex 1,Running,2024-02-16 23:08:34,2024-02-16 23:09:18,0 days 00:00:44,126.0,36442.0,36568.0,1,,507,0,02/16/2024 23:09:18
836,836,MiraFlex 1,Stop,2024-02-16 23:09:18,2024-02-16 23:20:54,0 days 00:11:36,16.0,36568.0,36584.0,0,,507,0,02/16/2024 23:20:54
837,837,MiraFlex 1,Running,2024-02-16 23:20:54,2024-02-16 23:21:16,0 days 00:00:22,52.0,36584.0,36636.0,1,,507,0,02/16/2024 23:21:16
838,838,MiraFlex 1,Stop,2024-02-16 23:21:16,2024-02-16 23:28:14,0 days 00:06:58,7.0,36636.0,36643.0,0,,507,0,02/16/2024 23:28:14
839,839,MiraFlex 1,Running,2024-02-16 23:28:14,2024-02-16 23:29:24,0 days 00:01:10,245.0,36643.0,36888.0,1,,507,0,02/16/2024 23:29:24
840,840,MiraFlex 1,Stop,2024-02-16 23:29:24,2024-02-16 23:53:54,0 days 00:24:30,19.0,36888.0,36907.0,0,,507,0,02/16/2024 23:53:54
841,841,MiraFlex 1,Running,2024-02-16 23:53:54,2024-02-16 23:55:04,0 days 00:01:10,259.0,36907.0,37166.0,1,,507,0,02/16/2024 23:55:04
842,842,MiraFlex 1,Stop,2024-02-16 23:55:04,2024-02-17 00:14:44,0 days 00:19:40,1.0,37166.0,37167.0,0,,507,0,02/17/2024 00:14:44
843,843,MiraFlex 1,Running,2024-02-17 00:14:44,2024-02-17 00:15:06,0 days 00:00:22,54.0,37167.0,37221.0,1,,507,0,02/17/2024 00:15:06
844,844,MiraFlex 1,Stop,2024-02-17 00:15:06,2024-02-17 13:04:32,0 days 12:49:26,-37199.0,37221.0,22.0,0,,507,0,02/17/2024 13:04:32
845,845,MiraFlex 1,Running,2024-02-17 13:04:32,2024-02-17 13:05:55,0 days 00:01:23,244.0,22.0,266.0,1,,508,0,02/17/2024 13:05:55
846,846,MiraFlex 1,Stop,2024-02-17 13:05:55,2024-02-17 13:11:56,0 days 00:06:01,52.0,266.0,318.0,0,,508,4017,02/17/2024 13:11:56
847,847,MiraFlex 1,Running,2024-02-17 13:11:56,2024-02-17 13:12:38,0 days 00:00:42,125.0,318.0,443.0,1,,508,0,02/17/2024 13:12:38
848,848,MiraFlex 1,Stop,2024-02-17 13:12:38,2024-02-17 13:24:38,0 days 00:12:00,61.0,443.0,504.0,0,,508,4018,02/17/2024 13:24:38
849,849,MiraFlex 1,Running,2024-02-17 13:24:38,2024-02-17 13:25:21,0 days 00:00:43,126.0,504.0,630.0,1,,508,0,02/17/2024 13:25:21
850,850,MiraFlex 1,Stop,2024-02-17 13:25:21,2024-02-17 13:43:08,0 days 00:17:47,7.0,630.0,637.0,0,,508,4019,02/17/2024 13:43:08
851,851,MiraFlex 1,Running,2024-02-17 13:43:08,2024-02-17 13:44:48,0 days 00:01:40,1632062128.0,637.0,1632062765.0,1,,508,0,02/17/2024 13:44:48
852,852,MiraFlex 1,Stop,2024-02-17 13:44:48,2024-02-17 13:45:09,0 days 00:00:21,-1632061513.0,1632062765.0,1252.0,0,,508,4020,02/17/2024 13:45:09
853,853,MiraFlex 1,Running,2024-02-17 13:45:09,2024-02-17 13:56:23,0 days 00:11:14,4290.0,1252.0,5542.0,1,,508,0,02/17/2024 13:56:23
854,854,MiraFlex 1,Stop,2024-02-17 13:56:23,2024-02-17 14:17:17,0 days 00:20:54,14.0,5542.0,5556.0,0,,508,4021,02/17/2024 14:17:17
855,855,MiraFlex 1,Running,2024-02-17 14:17:17,2024-02-17 14:17:58,0 days 00:00:41,146.0,5556.0,5702.0,1,,508,0,02/17/2024 14:17:58
856,856,MiraFlex 1,Stop,2024-02-17 14:17:58,2024-02-17 14:25:01,0 days 00:07:03,88.0,5702.0,5790.0,0,,508,4022,02/17/2024 14:25:01
857,857,MiraFlex 1,Running,2024-02-17 14:25:01,2024-02-17 14:56:49,0 days 00:31:48,1632056781.0,5790.0,1632062571.0,1,,508,0,02/17/2024 14:56:49
858,858,MiraFlex 1,Stop,2024-02-17 14:56:49,2024-02-17 14:57:10,0 days 00:00:21,-1632043816.0,1632062571.0,18755.0,0,,508,4023,02/17/2024 14:57:10
859,859,MiraFlex 1,Running,2024-02-17 14:57:10,2024-02-17 15:01:44,0 days 00:04:34,-18454.0,18755.0,301.0,1,,508,0,02/17/2024 15:01:44
860,860,MiraFlex 1,Stop,2024-02-17 15:01:44,2024-02-17 15:13:02,0 days 00:11:18,49.0,301.0,350.0,0,,508,4024,02/17/2024 15:13:02
861,861,MiraFlex 1,Running,2024-02-17 15:13:02,2024-02-17 15:14:49,0 days 00:01:47,1632062415.0,350.0,1632062765.0,1,,508,0,02/17/2024 15:14:49
862,862,MiraFlex 1,Stop,2024-02-17 15:14:49,2024-02-17 15:15:10,0 days 00:00:21,-1632061489.0,1632062765.0,1276.0,0,,508,4025,02/17/2024 15:15:10
863,863,MiraFlex 1,Running,2024-02-17 15:15:10,2024-02-17 15:18:18,0 days 00:03:08,1159.0,1276.0,2435.0,1,,508,0,02/17/2024 15:18:18
864,864,MiraFlex 1,Stop,2024-02-17 15:18:18,2024-02-19 09:43:55,1 days 18:25:37,-2418.0,2435.0,17.0,0,,508,0,02/19/2024 09:43:55
865,865,MiraFlex 1,Running,2024-02-19 09:43:55,2024-02-19 09:52:01,0 days 00:08:06,716.0,17.0,733.0,1,,509,0,02/19/2024 09:52:01
866,866,MiraFlex 1,Stop,2024-02-19 09:52:01,2024-02-19 11:04:34,0 days 01:12:33,19.0,733.0,752.0,0,,509,4040,02/19/2024 11:04:34
867,867,MiraFlex 1,Running,2024-02-19 11:04:34,2024-02-19 11:04:55,0 days 00:00:21,24.0,752.0,776.0,1,,509,0,02/19/2024 11:04:55
868,868,MiraFlex 1,Stop,2024-02-19 11:04:55,2024-02-19 11:08:30,0 days 00:03:35,5.0,776.0,781.0,0,,509,4041,02/19/2024 11:08:30
869,869,MiraFlex 1,Running,2024-02-19 11:08:30,2024-02-19 11:11:45,0 days 00:03:15,1632061984.0,781.0,1632062765.0,1,,509,0,02/19/2024 11:11:45
870,870,MiraFlex 1,Stop,2024-02-19 11:11:45,2024-02-19 11:14:12,0 days 00:02:27,-1632061630.0,1632062765.0,1135.0,0,,509,4042,02/19/2024 11:14:12
871,871,MiraFlex 1,Running,2024-02-19 11:14:12,2024-02-19 11:15:57,0 days 00:01:45,353.0,1135.0,1488.0,1,,509,0,02/19/2024 11:15:57
872,872,MiraFlex 1,Stop,2024-02-19 11:15:57,2024-02-19 11:19:31,0 days 00:03:34,20.0,1488.0,1508.0,0,,509,4043,02/19/2024 11:19:31
873,873,MiraFlex 1,Running,2024-02-19 11:19:31,2024-02-19 11:44:36,0 days 00:25:05,9984.0,1508.0,11492.0,1,,509,0,02/19/2024 11:44:36
874,874,MiraFlex 1,Stop,2024-02-19 11:44:36,2024-02-19 11:48:51,0 days 00:04:15,27.0,11492.0,11519.0,0,,509,4044,02/19/2024 11:48:51
875,875,MiraFlex 1,Running,2024-02-19 11:48:51,2024-02-19 11:53:45,0 days 00:04:54,1761.0,11519.0,13280.0,1,,509,0,02/19/2024 11:53:45
876,876,MiraFlex 1,Stop,2024-02-19 11:53:45,2024-02-19 12:07:16,0 days 00:13:31,17.0,13280.0,13297.0,0,,509,4045,02/19/2024 12:07:16
877,877,MiraFlex 1,Running,2024-02-19 12:07:16,2024-02-19 12:21:30,0 days 00:14:14,1632049274.0,13297.0,1632062571.0,1,,509,0,02/19/2024 12:21:30
878,878,MiraFlex 1,Stop,2024-02-19 12:21:30,2024-02-19 12:21:51,0 days 00:00:21,-1632043426.0,1632062571.0,19145.0,0,,509,4046,02/19/2024 12:21:51
879,879,MiraFlex 1,Running,2024-02-19 12:21:51,2024-02-19 12:55:42,0 days 00:33:51,13546.0,19145.0,32691.0,1,,509,0,02/19/2024 12:55:42
880,880,MiraFlex 1,Stop,2024-02-19 12:55:42,2024-02-19 13:20:31,0 days 00:24:49,79.0,32691.0,32770.0,0,,509,4047,02/19/2024 13:20:31
881,881,MiraFlex 1,Running,2024-02-19 13:20:31,2024-02-19 13:33:55,0 days 00:13:24,5237.0,32770.0,38007.0,1,,509,0,02/19/2024 13:33:55
882,882,MiraFlex 1,Stop,2024-02-19 13:33:55,2024-02-19 13:36:22,0 days 00:02:27,42.0,38007.0,38049.0,0,,509,4048,02/19/2024 13:36:22
883,883,MiraFlex 1,Running,2024-02-19 13:36:22,2024-02-19 13:37:46,0 days 00:01:24,442.0,38049.0,38491.0,1,,509,0,02/19/2024 13:37:46
884,884,MiraFlex 1,Stop,2024-02-19 13:37:46,2024-02-19 13:50:00,0 days 00:12:14,68.0,38491.0,38559.0,0,,509,4049,02/19/2024 13:50:00
885,885,MiraFlex 1,Running,2024-02-19 13:50:00,2024-02-19 13:54:58,0 days 00:04:58,1971.0,38559.0,40530.0,1,,509,0,02/19/2024 13:54:58
886,886,MiraFlex 1,Stop,2024-02-19 13:54:58,2024-02-19 14:06:58,0 days 00:12:00,33.0,40530.0,40563.0,0,,509,4050,02/19/2024 14:06:58
887,887,MiraFlex 1,Running,2024-02-19 14:06:58,2024-02-19 14:43:03,0 days 00:36:05,14436.0,40563.0,54999.0,1,,509,0,02/19/2024 14:43:03
888,888,MiraFlex 1,Stop,2024-02-19 14:43:03,2024-02-19 14:48:44,0 days 00:05:41,14.0,54999.0,55013.0,0,,509,4051,02/19/2024 14:48:44
889,889,MiraFlex 1,Running,2024-02-19 14:48:44,2024-02-19 15:06:26,0 days 00:17:42,-52630.0,55013.0,2383.0,1,,509,0,02/19/2024 15:06:26
890,890,MiraFlex 1,Stop,2024-02-19 15:06:26,2024-02-19 15:14:58,0 days 00:08:32,84.0,2383.0,2467.0,0,,509,4026,02/19/2024 15:14:58
891,891,MiraFlex 1,Running,2024-02-19 15:14:58,2024-02-19 15:24:32,0 days 00:09:34,1632060104.0,2467.0,1632062571.0,1,,509,0,02/19/2024 15:24:32
892,892,MiraFlex 1,Stop,2024-02-19 15:24:32,2024-02-19 15:41:57,0 days 00:17:25,-1632056304.0,1632062571.0,6267.0,0,,509,4027,02/19/2024 15:41:57
893,893,MiraFlex 1,Running,2024-02-19 15:41:57,2024-02-19 16:52:46,0 days 01:10:49,28389.0,6267.0,34656.0,1,,509,0,02/19/2024 16:52:46
894,894,MiraFlex 1,Stop,2024-02-19 16:52:46,2024-02-19 17:38:13,0 days 00:45:27,-34615.0,34656.0,41.0,0,,509,4028,02/19/2024 17:38:13
895,895,MiraFlex 1,Running,2024-02-19 17:38:13,2024-02-19 17:59:33,0 days 00:21:20,1632062530.0,41.0,1632062571.0,1,,509,0,02/19/2024 17:59:33
896,896,MiraFlex 1,Stop,2024-02-19 17:59:33,2024-02-19 17:59:53,0 days 00:00:20,-1632053932.0,1632062571.0,8639.0,0,,509,4029,02/19/2024 17:59:53
897,897,MiraFlex 1,Running,2024-02-19 17:59:53,2024-02-19 18:07:13,0 days 00:07:20,2872.0,8639.0,11511.0,1,,509,0,02/19/2024 18:07:13
898,898,MiraFlex 1,Stop,2024-02-19 18:07:13,2024-02-19 18:20:33,0 days 00:13:20,9.0,11511.0,11520.0,0,,509,4030,02/19/2024 18:20:33
899,899,MiraFlex 1,Running,2024-02-19 18:20:33,2024-02-19 18:58:54,0 days 00:38:21,15381.0,11520.0,26901.0,1,,509,0,02/19/2024 18:58:54
900,900,MiraFlex 1,Stop,2024-02-19 18:58:54,2024-02-19 19:04:54,0 days 00:06:00,45.0,26901.0,26946.0,0,,509,4031,02/19/2024 19:04:54
901,901,MiraFlex 1,Running,2024-02-19 19:04:54,2024-02-19 19:08:34,0 days 00:03:40,1408.0,26946.0,28354.0,1,,509,0,02/19/2024 19:08:34
902,902,MiraFlex 1,Stop,2024-02-19 19:08:34,2024-02-19 19:28:54,0 days 00:20:20,19.0,28354.0,28373.0,0,,509,4032,02/19/2024 19:28:54
903,903,MiraFlex 1,Running,2024-02-19 19:28:54,2024-02-19 20:19:54,0 days 00:51:00,20524.0,28373.0,48897.0,1,,509,0,02/19/2024 20:19:54
904,904,MiraFlex 1,Stop,2024-02-19 20:19:54,2024-02-19 20:36:14,0 days 00:16:20,33.0,48897.0,48930.0,0,,509,4033,02/19/2024 20:36:14
905,905,MiraFlex 1,Running,2024-02-19 20:36:14,2024-02-19 21:17:35,0 days 00:41:21,1632013641.0,48930.0,1632062571.0,1,,509,0,02/19/2024 21:17:35
906,906,MiraFlex 1,Stop,2024-02-19 21:17:35,2024-02-19 21:17:55,0 days 00:00:20,-1631996829.0,1632062571.0,65742.0,0,,509,4034,02/19/2024 21:17:55
907,907,MiraFlex 1,Running,2024-02-19 21:17:55,2024-02-19 21:44:35,0 days 00:26:40,1631996829.0,65742.0,1632062571.0,1,,509,0,02/19/2024 21:44:35
908,908,MiraFlex 1,Stop,2024-02-19 21:44:35,2024-02-19 21:44:55,0 days 00:00:20,-1631985934.0,1632062571.0,76637.0,0,,509,4035,02/19/2024 21:44:55
909,909,MiraFlex 1,Running,2024-02-19 21:44:55,2024-02-19 21:59:35,0 days 00:14:40,5884.0,76637.0,82521.0,1,,509,0,02/19/2024 21:59:35
910,910,MiraFlex 1,Stop,2024-02-19 21:59:35,2024-02-19 22:01:15,0 days 00:01:40,29.0,82521.0,82550.0,0,,509,4036,02/19/2024 22:01:15
911,911,MiraFlex 1,Running,2024-02-19 22:01:15,2024-02-19 22:02:55,0 days 00:01:40,1631980021.0,82550.0,1632062571.0,1,,509,0,02/19/2024 22:02:55
912,912,MiraFlex 1,Stop,2024-02-19 22:02:55,2024-02-19 22:03:15,0 days 00:00:20,-1631979221.0,1632062571.0,83350.0,0,,509,4037,02/19/2024 22:03:15
913,913,MiraFlex 1,Running,2024-02-19 22:03:15,2024-02-19 22:17:15,0 days 00:14:00,5633.0,83350.0,88983.0,1,,509,0,02/19/2024 22:17:15
914,914,MiraFlex 1,Stop,2024-02-19 22:17:15,2024-02-19 22:32:55,0 days 00:15:40,131.0,88983.0,89114.0,0,,509,4038,02/19/2024 22:32:55
915,915,MiraFlex 1,Running,2024-02-19 22:32:55,2024-02-20 00:17:16,0 days 01:44:21,42079.0,89114.0,131193.0,1,,509,0,02/20/2024 00:17:16
916,916,MiraFlex 1,Stop,2024-02-20 00:17:16,2024-02-20 00:34:16,0 days 00:17:00,18.0,131193.0,131211.0,0,,509,4070,02/20/2024 00:34:16
917,917,MiraFlex 1,Running,2024-02-20 00:34:16,2024-02-20 00:51:37,0 days 00:17:21,6912.0,131211.0,138123.0,1,,509,0,02/20/2024 00:51:37
918,918,MiraFlex 1,Stop,2024-02-20 00:51:37,2024-02-20 00:53:17,0 days 00:01:40,4.0,138123.0,138127.0,0,,509,4071,02/20/2024 00:53:17
919,919,MiraFlex 1,Running,2024-02-20 00:53:17,2024-02-20 00:56:37,0 days 00:03:20,1215.0,138127.0,139342.0,1,,509,0,02/20/2024 00:56:37
920,920,MiraFlex 1,Stop,2024-02-20 00:56:37,2024-02-20 01:12:57,0 days 00:16:20,9.0,139342.0,139351.0,0,,509,4072,02/20/2024 01:12:57
921,921,MiraFlex 1,Running,2024-02-20 01:12:57,2024-02-20 01:44:57,0 days 00:32:00,12810.0,139351.0,152161.0,1,,509,0,02/20/2024 01:44:57
922,922,MiraFlex 1,Stop,2024-02-20 01:44:57,2024-02-20 02:00:57,0 days 00:16:00,76.0,152161.0,152237.0,0,,509,4073,02/20/2024 02:00:57
923,923,MiraFlex 1,Running,2024-02-20 02:00:57,2024-02-20 02:10:17,0 days 00:09:20,3681.0,152237.0,155918.0,1,,509,0,02/20/2024 02:10:17
924,924,MiraFlex 1,Stop,2024-02-20 02:10:17,2024-02-20 02:14:37,0 days 00:04:20,65.0,155918.0,155983.0,0,,509,4074,02/20/2024 02:14:37
925,925,MiraFlex 1,Running,2024-02-20 02:14:37,2024-02-20 03:08:58,0 days 00:54:21,21855.0,155983.0,177838.0,1,,509,0,02/20/2024 03:08:58
926,926,MiraFlex 1,Stop,2024-02-20 03:08:58,2024-02-20 03:15:38,0 days 00:06:40,21.0,177838.0,177859.0,0,,509,4075,02/20/2024 03:15:38
927,927,MiraFlex 1,Running,2024-02-20 03:15:38,2024-02-20 03:30:58,0 days 00:15:20,2312.0,177859.0,180171.0,1,,509,0,02/20/2024 03:30:58
928,928,MiraFlex 1,Stop,2024-02-20 03:30:58,2024-02-20 03:49:18,0 days 00:18:20,27.0,180171.0,180198.0,0,,509,4076,02/20/2024 03:49:18
929,929,MiraFlex 1,Running,2024-02-20 03:49:18,2024-02-20 03:56:38,0 days 00:07:20,2873.0,180198.0,183071.0,1,,509,0,02/20/2024 03:56:38
930,930,MiraFlex 1,Stop,2024-02-20 03:56:38,2024-02-20 04:33:18,0 days 00:36:40,51.0,183071.0,183122.0,0,,509,4077,02/20/2024 04:33:18
931,931,MiraFlex 1,Running,2024-02-20 04:33:18,2024-02-20 04:39:38,0 days 00:06:20,2411.0,183122.0,185533.0,1,,509,0,02/20/2024 04:39:38
932,932,MiraFlex 1,Stop,2024-02-20 04:39:38,2024-02-20 05:05:39,0 days 00:26:01,3.0,185533.0,185536.0,0,,509,4078,02/20/2024 05:05:39
933,933,MiraFlex 1,Running,2024-02-20 05:05:39,2024-02-20 05:06:39,0 days 00:01:00,238.0,185536.0,185774.0,1,,509,0,02/20/2024 05:06:39
934,934,MiraFlex 1,Stop,2024-02-20 05:06:39,2024-02-20 05:11:19,0 days 00:04:40,45.0,185774.0,185819.0,0,,509,4079,02/20/2024 05:11:19
935,935,MiraFlex 1,Running,2024-02-20 05:11:19,2024-02-20 05:13:19,0 days 00:02:00,420.0,185819.0,186239.0,1,,509,0,02/20/2024 05:13:19
936,936,MiraFlex 1,Stop,2024-02-20 05:13:19,2024-02-20 05:39:19,0 days 00:26:00,20.0,186239.0,186259.0,0,,509,4080,02/20/2024 05:39:19
937,937,MiraFlex 1,Running,2024-02-20 05:39:19,2024-02-20 05:40:39,0 days 00:01:20,269.0,186259.0,186528.0,1,,509,0,02/20/2024 05:40:39
938,938,MiraFlex 1,Stop,2024-02-20 05:40:39,2024-02-20 06:18:19,0 days 00:37:40,36.0,186528.0,186564.0,0,,509,4081,02/20/2024 06:18:19
939,939,MiraFlex 1,Running,2024-02-20 06:18:19,2024-02-20 06:19:19,0 days 00:01:00,218.0,186564.0,186782.0,1,,509,0,02/20/2024 06:19:19
940,940,MiraFlex 1,Stop,2024-02-20 06:19:19,2024-02-20 06:23:19,0 days 00:04:00,39.0,186782.0,186821.0,0,,509,4082,02/20/2024 06:23:19
941,941,MiraFlex 1,Running,2024-02-20 06:23:19,2024-02-20 06:24:19,0 days 00:01:00,231.0,186821.0,187052.0,1,,509,0,02/20/2024 06:24:19
942,942,MiraFlex 1,Stop,2024-02-20 06:24:19,2024-02-20 07:19:40,0 days 00:55:21,-187046.0,187052.0,6.0,0,,509,0,02/20/2024 07:19:40
943,943,MiraFlex 1,Running,2024-02-20 07:19:40,2024-02-20 07:28:00,0 days 00:08:20,1632062759.0,6.0,1632062765.0,1,,509,0,02/20/2024 07:28:00
944,944,MiraFlex 1,Stop,2024-02-20 07:28:00,2024-02-20 07:49:00,0 days 00:21:00,-1632061647.0,1632062765.0,1118.0,0,,509,4084,02/20/2024 07:49:00
945,945,MiraFlex 1,Running,2024-02-20 07:49:00,2024-02-20 07:52:40,0 days 00:03:40,1393.0,1118.0,2511.0,1,,509,0,02/20/2024 07:52:40
946,946,MiraFlex 1,Stop,2024-02-20 07:52:40,2024-02-20 08:01:20,0 days 00:08:40,74.0,2511.0,2585.0,0,,509,4085,02/20/2024 08:01:20
947,947,MiraFlex 1,Running,2024-02-20 08:01:20,2024-02-20 08:03:00,0 days 00:01:40,1632059986.0,2585.0,1632062571.0,1,,509,0,02/20/2024 08:03:00
948,948,MiraFlex 1,Stop,2024-02-20 08:03:00,2024-02-20 08:03:20,0 days 00:00:20,-1632059187.0,1632062571.0,3384.0,0,,509,4086,02/20/2024 08:03:20
949,949,MiraFlex 1,Running,2024-02-20 08:03:20,2024-02-20 08:33:20,0 days 00:30:00,12042.0,3384.0,15426.0,1,,509,0,02/20/2024 08:33:20
950,950,MiraFlex 1,Stop,2024-02-20 08:33:20,2024-02-20 08:45:41,0 days 00:12:21,48.0,15426.0,15474.0,0,,509,4087,02/20/2024 08:45:41
951,951,MiraFlex 1,Running,2024-02-20 08:45:41,2024-02-20 08:49:41,0 days 00:04:00,1632047097.0,15474.0,1632062571.0,1,,509,0,02/20/2024 08:49:41
952,952,MiraFlex 1,Stop,2024-02-20 08:49:41,2024-02-20 08:50:01,0 days 00:00:20,-1632045373.0,1632062571.0,17198.0,0,,509,4088,02/20/2024 08:50:01
953,953,MiraFlex 1,Running,2024-02-20 08:50:01,2024-02-20 09:10:01,0 days 00:20:00,8006.0,17198.0,25204.0,1,,509,0,02/20/2024 09:10:01
954,954,MiraFlex 1,Stop,2024-02-20 09:10:01,2024-02-20 11:09:42,0 days 01:59:41,12.0,25204.0,25216.0,0,,509,4089,02/20/2024 11:09:42
955,955,MiraFlex 1,Running,2024-02-20 11:09:42,2024-02-20 11:20:02,0 days 00:10:20,1110.0,25216.0,26326.0,1,,509,0,02/20/2024 11:20:02
956,956,MiraFlex 1,Stop,2024-02-20 11:20:02,2024-02-20 12:23:22,0 days 01:03:20,70.0,26326.0,26396.0,0,,509,4090,02/20/2024 12:23:22
957,957,MiraFlex 1,Running,2024-02-20 12:23:22,2024-02-20 12:24:02,0 days 00:00:40,212.0,26396.0,26608.0,1,,509,0,02/20/2024 12:24:02
958,958,MiraFlex 1,Stop,2024-02-20 12:24:02,2024-02-20 12:51:43,0 days 00:27:41,22.0,26608.0,26630.0,0,,509,4091,02/20/2024 12:51:43
959,959,MiraFlex 1,Running,2024-02-20 12:51:43,2024-02-20 12:55:23,0 days 00:03:40,1288.0,26630.0,27918.0,1,,509,0,02/20/2024 12:55:23
960,960,MiraFlex 1,Stop,2024-02-20 12:55:23,2024-02-20 14:09:23,0 days 01:14:00,20.0,27918.0,27938.0,0,,509,4092,02/20/2024 14:09:23
961,961,MiraFlex 1,Running,2024-02-20 14:09:23,2024-02-20 14:21:03,0 days 00:11:40,1070.0,27938.0,29008.0,1,,509,0,02/20/2024 14:21:03
962,962,MiraFlex 1,Stop,2024-02-20 14:21:03,2024-02-20 14:32:03,0 days 00:11:00,26.0,29008.0,29034.0,0,,509,4093,02/20/2024 14:32:03
963,963,MiraFlex 1,Running,2024-02-20 14:32:03,2024-02-20 14:33:23,0 days 00:01:20,248.0,29034.0,29282.0,1,,509,0,02/20/2024 14:33:23
964,964,MiraFlex 1,Stop,2024-02-20 14:33:23,2024-02-20 14:48:04,0 days 00:14:41,29.0,29282.0,29311.0,0,,509,4094,02/20/2024 14:48:04
965,965,MiraFlex 1,Running,2024-02-20 14:48:04,2024-02-20 14:48:44,0 days 00:00:40,154.0,29311.0,29465.0,1,,509,0,02/20/2024 14:48:44
966,966,MiraFlex 1,Stop,2024-02-20 14:48:44,2024-02-20 15:09:04,0 days 00:20:20,-29459.0,29465.0,6.0,0,,509,0,02/20/2024 15:09:04
967,967,MiraFlex 1,Running,2024-02-20 15:09:04,2024-02-20 15:12:04,0 days 00:03:00,1632062759.0,6.0,1632062765.0,1,,509,0,02/20/2024 15:12:04
968,968,MiraFlex 1,Stop,2024-02-20 15:12:04,2024-02-20 15:12:24,0 days 00:00:20,-1632061449.0,1632062765.0,1316.0,0,,509,4053,02/20/2024 15:12:24
969,969,MiraFlex 1,Running,2024-02-20 15:12:24,2024-02-20 15:16:44,0 days 00:04:20,1632061255.0,1316.0,1632062571.0,1,,509,0,02/20/2024 15:16:44
970,970,MiraFlex 1,Stop,2024-02-20 15:16:44,2024-02-20 15:17:04,0 days 00:00:20,-1632059381.0,1632062571.0,3190.0,0,,509,4054,02/20/2024 15:17:04
971,971,MiraFlex 1,Running,2024-02-20 15:17:04,2024-02-20 16:01:04,0 days 00:44:00,1632059381.0,3190.0,1632062571.0,1,,509,0,02/20/2024 16:01:04
972,972,MiraFlex 1,Stop,2024-02-20 16:01:04,2024-02-20 16:01:24,0 days 00:00:20,-1632041579.0,1632062571.0,20992.0,0,,509,4055,02/20/2024 16:01:24
973,973,MiraFlex 1,Running,2024-02-20 16:01:24,2024-02-20 16:20:44,0 days 00:19:20,1632044241.0,20992.0,1632065233.0,1,,509,0,02/20/2024 16:20:44
974,974,MiraFlex 1,Stop,2024-02-20 16:20:44,2024-02-20 16:21:04,0 days 00:00:20,-1632061470.0,1632065233.0,3763.0,0,,510,4061,02/20/2024 16:21:04
975,975,MiraFlex 1,Running,2024-02-20 16:21:04,2024-02-20 17:03:45,0 days 00:42:41,1632061276.0,3763.0,1632065039.0,1,,510,0,02/20/2024 17:03:45
976,976,MiraFlex 1,Stop,2024-02-20 17:03:45,2024-02-20 17:04:05,0 days 00:00:20,-1632044011.0,1632065039.0,21028.0,0,,510,4062,02/20/2024 17:04:05
